player_name,team_name,shot_distance,shot_attempted_flag,shot_made_flag,accuracy,shot_type,league_average
Frank Kaminsky,Atlanta Hawks,24,6,4,0.67,3s,0.37
Onyeka Okongwu,Atlanta Hawks,24,2,1,0.5,3s,0.37
Vit Krejci,Atlanta Hawks,24,6,2,0.33,3s,0.37
Jarrett Culver,Atlanta Hawks,24,2,0,0,3s,0.37
Bogdan Bogdanovic,Atlanta Hawks,24,61,26,0.43,3s,0.37
Saddiq Bey,Atlanta Hawks,24,29,12,0.41,3s,0.37
Garrison Mathews,Atlanta Hawks,24,2,1,0.5,3s,0.37
Jaylen Brown,Boston Celtics,24,53,19,0.36,3s,0.37
Jayson Tatum,Boston Celtics,24,84,30,0.36,3s,0.37
Al Horford,Boston Celtics,24,50,20,0.4,3s,0.37
Marcus Smart,Boston Celtics,24,42,13,0.31,3s,0.37
Grant Williams,Boston Celtics,24,39,14,0.36,3s,0.37
Derrick White,Boston Celtics,24,45,20,0.44,3s,0.37
Malcolm Brogdon,Boston Celtics,24,31,14,0.45,3s,0.37
Justin Jackson,Boston Celtics,24,3,2,0.67,3s,0.37
Sam Hauser,Boston Celtics,24,53,21,0.4,3s,0.37
Blake Griffin,Boston Celtics,24,9,1,0.11,3s,0.37
Payton Pritchard,Boston Celtics,24,19,5,0.26,3s,0.37
Noah Vonleh,Boston Celtics,24,1,0,0,3s,0.37
Luke Kornet,Boston Celtics,24,3,0,0,3s,0.37
Mike Muscala,Boston Celtics,24,5,2,0.4,3s,0.37
JD Davison,Boston Celtics,24,1,0,0,3s,0.37
Cedi Osman,Cleveland Cavaliers,24,44,16,0.36,3s,0.37
Caris LeVert,Cleveland Cavaliers,24,41,21,0.51,3s,0.37
Donovan Mitchell,Cleveland Cavaliers,24,82,26,0.32,3s,0.37
Isaac Okoro,Cleveland Cavaliers,24,21,8,0.38,3s,0.37
Raul Neto,Cleveland Cavaliers,24,8,4,0.5,3s,0.37
Kevin Love,Cleveland Cavaliers,24,23,9,0.39,3s,0.37
Jarrett Allen,Cleveland Cavaliers,24,1,0,0,3s,0.37
Dean Wade,Cleveland Cavaliers,24,21,9,0.43,3s,0.37
Evan Mobley,Cleveland Cavaliers,24,19,0,0,3s,0.37
Darius Garland,Cleveland Cavaliers,24,43,17,0.4,3s,0.37
Lamar Stevens,Cleveland Cavaliers,24,13,6,0.46,3s,0.37
Mamadi Diakite,Cleveland Cavaliers,24,2,1,0.5,3s,0.37
Ricky Rubio,Cleveland Cavaliers,24,14,4,0.29,3s,0.37
Robin Lopez,Cleveland Cavaliers,24,1,1,1,3s,0.37
Danny Green,Cleveland Cavaliers,24,4,2,0.5,3s,0.37
Isaiah Mobley,Cleveland Cavaliers,24,1,0,0,3s,0.37
Sam Merrill,Cleveland Cavaliers,24,1,1,1,3s,0.37
Herbert Jones,New Orleans Pelicans,24,26,9,0.35,3s,0.37
CJ McCollum,New Orleans Pelicans,24,87,32,0.37,3s,0.37
Trey Murphy III,New Orleans Pelicans,24,48,23,0.48,3s,0.37
Devonte' Graham,New Orleans Pelicans,24,26,10,0.38,3s,0.37
Jonas Valanciunas,New Orleans Pelicans,24,19,6,0.32,3s,0.37
Naji Marshall,New Orleans Pelicans,24,32,9,0.28,3s,0.37
Dyson Daniels,New Orleans Pelicans,24,18,10,0.56,3s,0.37
Jose Alvarado,New Orleans Pelicans,24,27,17,0.63,3s,0.37
Garrett Temple,New Orleans Pelicans,24,8,4,0.5,3s,0.37
Brandon Ingram,New Orleans Pelicans,24,21,8,0.38,3s,0.37
Zion Williamson,New Orleans Pelicans,24,3,3,1,3s,0.37
Larry Nance Jr.,New Orleans Pelicans,24,4,0,0,3s,0.37
Jaxson Hayes,New Orleans Pelicans,24,4,0,0,3s,0.37
Willy Hernangomez,New Orleans Pelicans,24,2,1,0.5,3s,0.37
Kira Lewis Jr.,New Orleans Pelicans,24,3,2,0.67,3s,0.37
Josh Richardson,New Orleans Pelicans,24,8,2,0.25,3s,0.37
Alex Caruso,Chicago Bulls,24,28,12,0.43,3s,0.37
Ayo Dosunmu,Chicago Bulls,24,29,6,0.21,3s,0.37
Coby White,Chicago Bulls,24,54,20,0.37,3s,0.37
DeMar DeRozan,Chicago Bulls,24,15,5,0.33,3s,0.37
Patrick Williams,Chicago Bulls,24,49,22,0.45,3s,0.37
Zach LaVine,Chicago Bulls,24,81,29,0.36,3s,0.37
Goran Dragic,Chicago Bulls,24,27,6,0.22,3s,0.37
Javonte Green,Chicago Bulls,24,2,0,0,3s,0.37
Nikola Vucevic,Chicago Bulls,24,48,14,0.29,3s,0.37
Derrick Jones Jr.,Chicago Bulls,24,15,4,0.27,3s,0.37
Patrick Beverley,Chicago Bulls,24,15,8,0.53,3s,0.37
Dalen Terry,Chicago Bulls,24,3,2,0.67,3s,0.37
Carlik Jones,Chicago Bulls,24,1,1,1,3s,0.37
Marko Simonovic,Chicago Bulls,24,1,1,1,3s,0.37
Spencer Dinwiddie,Dallas Mavericks,24,55,27,0.49,3s,0.37
Christian Wood,Dallas Mavericks,24,47,13,0.28,3s,0.37
Luka Doncic,Dallas Mavericks,24,53,22,0.42,3s,0.37
Reggie Bullock,Dallas Mavericks,24,48,18,0.38,3s,0.37
Dorian Finney-Smith,Dallas Mavericks,24,39,10,0.26,3s,0.37
Maxi Kleber,Dallas Mavericks,24,19,8,0.42,3s,0.37
Tim Hardaway Jr.,Dallas Mavericks,24,61,25,0.41,3s,0.37
Josh Green,Dallas Mavericks,24,18,8,0.44,3s,0.37
Facundo Campazzo,Dallas Mavericks,24,3,1,0.33,3s,0.37
Davis Bertans,Dallas Mavericks,24,19,8,0.42,3s,0.37
Kemba Walker,Dallas Mavericks,24,5,2,0.4,3s,0.37
Tyler Dorsey,Dallas Mavericks,24,1,0,0,3s,0.37
Frank Ntilikina,Dallas Mavericks,24,9,2,0.22,3s,0.37
Jaden Hardy,Dallas Mavericks,24,28,11,0.39,3s,0.37
JaVale McGee,Dallas Mavericks,24,1,0,0,3s,0.37
Theo Pinson,Dallas Mavericks,24,9,3,0.33,3s,0.37
A.J. Lawson,Dallas Mavericks,24,3,1,0.33,3s,0.37
McKinley Wright IV,Dallas Mavericks,24,1,0,0,3s,0.37
Kyrie Irving,Dallas Mavericks,24,23,10,0.43,3s,0.37
Justin Holiday,Dallas Mavericks,24,10,4,0.4,3s,0.37
Markieff Morris,Dallas Mavericks,24,6,1,0.17,3s,0.37
Dwight Powell,Dallas Mavericks,24,1,0,0,3s,0.37
Michael Porter Jr.,Denver Nuggets,24,58,24,0.41,3s,0.37
Jamal Murray,Denver Nuggets,24,54,25,0.46,3s,0.37
Jeff Green,Denver Nuggets,24,15,4,0.27,3s,0.37
Bruce Brown,Denver Nuggets,24,31,11,0.35,3s,0.37
Kentavious Caldwell-Pope,Denver Nuggets,24,34,20,0.59,3s,0.37
Aaron Gordon,Denver Nuggets,24,23,7,0.3,3s,0.37
Nikola Jokic,Denver Nuggets,24,14,3,0.21,3s,0.37
Christian Braun,Denver Nuggets,24,6,4,0.67,3s,0.37
Bones Hyland,Denver Nuggets,24,23,8,0.35,3s,0.37
Vlatko Cancar,Denver Nuggets,24,12,8,0.67,3s,0.37
Davon Reed,Denver Nuggets,24,4,2,0.5,3s,0.37
Zeke Nnaji,Denver Nuggets,24,8,1,0.13,3s,0.37
Ish Smith,Denver Nuggets,24,1,1,1,3s,0.37
Peyton Watson,Denver Nuggets,24,3,1,0.33,3s,0.37
Reggie Jackson,Denver Nuggets,24,5,1,0.2,3s,0.37
Jack White,Denver Nuggets,24,1,1,1,3s,0.37
Thomas Bryant,Denver Nuggets,24,1,0,0,3s,0.37
Stephen Curry,Golden State Warriors,24,42,17,0.4,3s,0.37
JaMychal Green,Golden State Warriors,24,10,5,0.5,3s,0.37
Andrew Wiggins,Golden State Warriors,24,32,12,0.38,3s,0.37
Klay Thompson,Golden State Warriors,24,72,28,0.39,3s,0.37
Jordan Poole,Golden State Warriors,24,37,8,0.22,3s,0.37
Moses Moody,Golden State Warriors,24,20,4,0.2,3s,0.37
Draymond Green,Golden State Warriors,24,15,7,0.47,3s,0.37
Ty Jerome,Golden State Warriors,24,9,1,0.11,3s,0.37
Jonathan Kuminga,Golden State Warriors,24,16,5,0.31,3s,0.37
Anthony Lamb,Golden State Warriors,24,19,7,0.37,3s,0.37
Donte DiVincenzo,Golden State Warriors,24,34,14,0.41,3s,0.37
Patrick Baldwin,Golden State Warriors,24,9,2,0.22,3s,0.37
James Wiseman,Golden State Warriors,24,2,1,0.5,3s,0.37
Lester Quinones,Golden State Warriors,24,1,1,1,3s,0.37
Kenyon Martin Jr.,Houston Rockets,24,20,8,0.4,3s,0.37
Jabari Smith Jr.,Houston Rockets,24,56,28,0.5,3s,0.37
Jalen Green,Houston Rockets,24,45,10,0.22,3s,0.37
Kevin Porter Jr.,Houston Rockets,24,30,14,0.47,3s,0.37
Tari Eason,Houston Rockets,24,21,6,0.29,3s,0.37
Alperen Sengun,Houston Rockets,24,9,3,0.33,3s,0.37
Eric Gordon,Houston Rockets,24,12,2,0.17,3s,0.37
Garrison Mathews,Houston Rockets,24,16,6,0.38,3s,0.37
Daishen Nix,Houston Rockets,24,13,6,0.46,3s,0.37
Jae'Sean Tate,Houston Rockets,24,6,1,0.17,3s,0.37
Josh Christopher,Houston Rockets,24,10,5,0.5,3s,0.37
Usman Garuba,Houston Rockets,24,7,3,0.43,3s,0.37
TyTy Washington Jr.,Houston Rockets,24,13,4,0.31,3s,0.37
Darius Days,Houston Rockets,24,1,0,0,3s,0.37
Paul George,LA Clippers,24,58,25,0.43,3s,0.37
Norman Powell,LA Clippers,24,38,19,0.5,3s,0.37
John Wall,LA Clippers,24,12,4,0.33,3s,0.37
Luke Kennard,LA Clippers,24,20,10,0.5,3s,0.37
Robert Covington,LA Clippers,24,18,9,0.5,3s,0.37
Nicolas Batum,LA Clippers,24,51,17,0.33,3s,0.37
Marcus Morris Sr.,LA Clippers,24,47,17,0.36,3s,0.37
Terance Mann,LA Clippers,24,21,7,0.33,3s,0.37
Jason Preston,LA Clippers,24,2,1,0.5,3s,0.37
Reggie Jackson,LA Clippers,24,23,7,0.3,3s,0.37
Kawhi Leonard,LA Clippers,24,19,9,0.47,3s,0.37
Amir Coffey,LA Clippers,24,5,1,0.2,3s,0.37
Brandon Boston Jr.,LA Clippers,24,5,1,0.2,3s,0.37
Moussa Diabate,LA Clippers,24,1,1,1,3s,0.37
Eric Gordon,LA Clippers,24,7,3,0.43,3s,0.37
Russell Westbrook,LA Clippers,24,12,7,0.58,3s,0.37
Bones Hyland,LA Clippers,24,4,2,0.5,3s,0.37
Russell Westbrook,Los Angeles Lakers,24,30,11,0.37,3s,0.37
LeBron James,Los Angeles Lakers,24,33,13,0.39,3s,0.37
Patrick Beverley,Los Angeles Lakers,24,17,6,0.35,3s,0.37
Matt Ryan,Los Angeles Lakers,24,8,2,0.25,3s,0.37
Austin Reaves,Los Angeles Lakers,24,23,13,0.57,3s,0.37
Kendrick Nunn,Los Angeles Lakers,24,18,9,0.5,3s,0.37
Lonnie Walker IV,Los Angeles Lakers,24,33,12,0.36,3s,0.37
Anthony Davis,Los Angeles Lakers,24,5,1,0.2,3s,0.37
Troy Brown Jr.,Los Angeles Lakers,24,35,10,0.29,3s,0.37
Wenyen Gabriel,Los Angeles Lakers,24,6,1,0.17,3s,0.37
Max Christie,Los Angeles Lakers,24,5,3,0.6,3s,0.37
Dennis Schroder,Los Angeles Lakers,24,29,9,0.31,3s,0.37
Thomas Bryant,Los Angeles Lakers,24,4,0,0,3s,0.37
Sterling Brown,Los Angeles Lakers,24,1,0,0,3s,0.37
Juan Toscano-Anderson,Los Angeles Lakers,24,2,0,0,3s,0.37
Rui Hachimura,Los Angeles Lakers,24,13,4,0.31,3s,0.37
Malik Beasley,Los Angeles Lakers,24,23,8,0.35,3s,0.37
D'Angelo Russell,Los Angeles Lakers,24,21,8,0.38,3s,0.37
Mo Bamba,Los Angeles Lakers,24,2,1,0.5,3s,0.37
Jarred Vanderbilt,Los Angeles Lakers,24,1,0,0,3s,0.37
Tyler Herro,Miami Heat,24,53,27,0.51,3s,0.37
Max Strus,Miami Heat,24,65,22,0.34,3s,0.37
Caleb Martin,Miami Heat,24,30,12,0.4,3s,0.37
Kyle Lowry,Miami Heat,24,27,15,0.56,3s,0.37
Duncan Robinson,Miami Heat,24,24,9,0.38,3s,0.37
Jimmy Butler,Miami Heat,24,20,4,0.2,3s,0.37
Nikola Jovic,Miami Heat,24,3,0,0,3s,0.37
Gabe Vincent,Miami Heat,24,26,8,0.31,3s,0.37
Dewayne Dedmon,Miami Heat,24,5,3,0.6,3s,0.37
Jamal Cain,Miami Heat,24,4,2,0.5,3s,0.37
Bam Adebayo,Miami Heat,24,2,0,0,3s,0.37
Haywood Highsmith,Miami Heat,24,16,8,0.5,3s,0.37
Dru Smith,Miami Heat,24,1,1,1,3s,0.37
Victor Oladipo,Miami Heat,24,21,10,0.48,3s,0.37
Kevin Love,Miami Heat,24,10,4,0.4,3s,0.37
Omer Yurtseven,Miami Heat,24,1,1,1,3s,0.37
Jordan Nwora,Milwaukee Bucks,24,6,1,0.17,3s,0.37
Wesley Matthews,Milwaukee Bucks,24,20,4,0.2,3s,0.37
Jrue Holiday,Milwaukee Bucks,24,52,20,0.38,3s,0.37
Giannis Antetokounmpo,Milwaukee Bucks,24,10,2,0.2,3s,0.37
Grayson Allen,Milwaukee Bucks,24,30,10,0.33,3s,0.37
Brook Lopez,Milwaukee Bucks,24,21,9,0.43,3s,0.37
George Hill,Milwaukee Bucks,24,8,3,0.38,3s,0.37
Bobby Portis,Milwaukee Bucks,24,28,6,0.21,3s,0.37
MarJon Beauchamp,Milwaukee Bucks,24,18,4,0.22,3s,0.37
Jevon Carter,Milwaukee Bucks,24,34,17,0.5,3s,0.37
AJ Green,Milwaukee Bucks,24,8,3,0.38,3s,0.37
Pat Connaughton,Milwaukee Bucks,24,22,7,0.32,3s,0.37
Thanasis Antetokounmpo,Milwaukee Bucks,24,2,0,0,3s,0.37
Sandro Mamukelashvili,Milwaukee Bucks,24,1,0,0,3s,0.37
Khris Middleton,Milwaukee Bucks,24,20,6,0.3,3s,0.37
Joe Ingles,Milwaukee Bucks,24,22,8,0.36,3s,0.37
Jae Crowder,Milwaukee Bucks,24,3,0,0,3s,0.37
Meyers Leonard,Milwaukee Bucks,24,1,1,1,3s,0.37
Goran Dragic,Milwaukee Bucks,24,1,0,0,3s,0.37
Lindell Wigginton,Milwaukee Bucks,24,1,1,1,3s,0.37
Jaylen Nowell,Minnesota Timberwolves,24,48,17,0.35,3s,0.37
Bryn Forbes,Minnesota Timberwolves,24,9,4,0.44,3s,0.37
Karl-Anthony Towns,Minnesota Timberwolves,24,31,10,0.32,3s,0.37
D'Angelo Russell,Minnesota Timberwolves,24,90,36,0.4,3s,0.37
Anthony Edwards,Minnesota Timberwolves,24,128,44,0.34,3s,0.37
Jordan McLaughlin,Minnesota Timberwolves,24,17,6,0.35,3s,0.37
Jaden McDaniels,Minnesota Timberwolves,24,49,22,0.45,3s,0.37
Naz Reid,Minnesota Timberwolves,24,27,8,0.3,3s,0.37
Taurean Prince,Minnesota Timberwolves,24,31,12,0.39,3s,0.37
Kyle Anderson,Minnesota Timberwolves,24,14,4,0.29,3s,0.37
Austin Rivers,Minnesota Timberwolves,24,15,6,0.4,3s,0.37
Wendell Moore Jr.,Minnesota Timberwolves,24,4,1,0.25,3s,0.37
Matt Ryan,Minnesota Timberwolves,24,6,4,0.67,3s,0.37
Luka Garza,Minnesota Timberwolves,24,3,1,0.33,3s,0.37
Nathan Knight,Minnesota Timberwolves,24,5,2,0.4,3s,0.37
Mike Conley,Minnesota Timberwolves,24,23,9,0.39,3s,0.37
Nickeil Alexander-Walker,Minnesota Timberwolves,24,14,3,0.21,3s,0.37
Josh Minott,Minnesota Timberwolves,24,1,0,0,3s,0.37
Kevin Durant,Brooklyn Nets,24,28,10,0.36,3s,0.37
Royce O'Neale,Brooklyn Nets,24,47,13,0.28,3s,0.37
Kyrie Irving,Brooklyn Nets,24,40,13,0.33,3s,0.37
Patty Mills,Brooklyn Nets,24,17,4,0.24,3s,0.37
Joe Harris,Brooklyn Nets,24,50,18,0.36,3s,0.37
Seth Curry,Brooklyn Nets,24,49,19,0.39,3s,0.37
Markieff Morris,Brooklyn Nets,24,7,3,0.43,3s,0.37
Yuta Watanabe,Brooklyn Nets,24,17,7,0.41,3s,0.37
Edmond Sumner,Brooklyn Nets,24,17,9,0.53,3s,0.37
Cam Thomas,Brooklyn Nets,24,15,10,0.67,3s,0.37
Kessler Edwards,Brooklyn Nets,24,4,1,0.25,3s,0.37
Day'Ron Sharpe,Brooklyn Nets,24,4,3,0.75,3s,0.37
David Duke Jr.,Brooklyn Nets,24,2,0,0,3s,0.37
T.J. Warren,Brooklyn Nets,24,7,3,0.43,3s,0.37
Dorian Finney-Smith,Brooklyn Nets,24,19,6,0.32,3s,0.37
Spencer Dinwiddie,Brooklyn Nets,24,27,13,0.48,3s,0.37
Cameron Johnson,Brooklyn Nets,24,17,8,0.47,3s,0.37
Mikal Bridges,Brooklyn Nets,24,31,11,0.35,3s,0.37
Evan Fournier,New York Knicks,24,18,10,0.56,3s,0.37
Jalen Brunson,New York Knicks,24,58,29,0.5,3s,0.37
Isaiah Hartenstein,New York Knicks,24,6,2,0.33,3s,0.37
RJ Barrett,New York Knicks,24,77,25,0.32,3s,0.37
Derrick Rose,New York Knicks,24,14,5,0.36,3s,0.37
Julius Randle,New York Knicks,24,124,45,0.36,3s,0.37
Cam Reddish,New York Knicks,24,8,3,0.38,3s,0.37
Svi Mykhailiuk,New York Knicks,24,1,1,1,3s,0.37
Immanuel Quickley,New York Knicks,24,73,22,0.3,3s,0.37
Obi Toppin,New York Knicks,24,39,18,0.46,3s,0.37
Quentin Grimes,New York Knicks,24,82,33,0.4,3s,0.37
Miles McBride,New York Knicks,24,22,7,0.32,3s,0.37
Josh Hart,New York Knicks,24,10,3,0.3,3s,0.37
Trevor Keels,New York Knicks,24,1,1,1,3s,0.37
Paolo Banchero,Orlando Magic,24,23,6,0.26,3s,0.37
Wendell Carter Jr.,Orlando Magic,24,22,9,0.41,3s,0.37
Terrence Ross,Orlando Magic,24,19,6,0.32,3s,0.37
Mo Bamba,Orlando Magic,24,18,9,0.5,3s,0.37
Cole Anthony,Orlando Magic,24,26,11,0.42,3s,0.37
Franz Wagner,Orlando Magic,24,33,9,0.27,3s,0.37
Chuma Okeke,Orlando Magic,24,12,5,0.42,3s,0.37
Bol Bol,Orlando Magic,24,15,4,0.27,3s,0.37
Caleb Houstan,Orlando Magic,24,17,6,0.35,3s,0.37
Kevon Harris,Orlando Magic,24,5,3,0.6,3s,0.37
R.J. Hampton,Orlando Magic,24,7,3,0.43,3s,0.37
Jalen Suggs,Orlando Magic,24,20,9,0.45,3s,0.37
Admiral Schofield,Orlando Magic,24,11,1,0.09,3s,0.37
Moritz Wagner,Orlando Magic,24,24,3,0.13,3s,0.37
Gary Harris,Orlando Magic,24,29,11,0.38,3s,0.37
Markelle Fultz,Orlando Magic,24,11,3,0.27,3s,0.37
Jonathan Isaac,Orlando Magic,24,2,1,0.5,3s,0.37
Goga Bitadze,Orlando Magic,24,3,1,0.33,3s,0.37
Tyrese Haliburton,Indiana Pacers,24,29,12,0.41,3s,0.37
Buddy Hield,Indiana Pacers,24,85,43,0.51,3s,0.37
Aaron Nesmith,Indiana Pacers,24,47,15,0.32,3s,0.37
Terry Taylor,Indiana Pacers,24,3,0,0,3s,0.37
Chris Duarte,Indiana Pacers,24,21,12,0.57,3s,0.37
Bennedict Mathurin,Indiana Pacers,24,40,15,0.38,3s,0.37
Jalen Smith,Indiana Pacers,24,16,7,0.44,3s,0.37
Oshae Brissett,Indiana Pacers,24,18,4,0.22,3s,0.37
Andrew Nembhard,Indiana Pacers,24,35,11,0.31,3s,0.37
Myles Turner,Indiana Pacers,24,17,8,0.47,3s,0.37
Trevelin Queen,Indiana Pacers,24,2,0,0,3s,0.37
Goga Bitadze,Indiana Pacers,24,1,0,0,3s,0.37
T.J. McConnell,Indiana Pacers,24,5,1,0.2,3s,0.37
Isaiah Jackson,Indiana Pacers,24,2,0,0,3s,0.37
Daniel Theis,Indiana Pacers,24,2,0,0,3s,0.37
Jordan Nwora,Indiana Pacers,24,10,5,0.5,3s,0.37
George Hill,Indiana Pacers,24,4,0,0,3s,0.37
James Johnson,Indiana Pacers,24,1,0,0,3s,0.37
Gabe York,Indiana Pacers,24,8,3,0.38,3s,0.37
P.J. Tucker,Philadelphia 76ers,24,24,8,0.33,3s,0.37
Tobias Harris,Philadelphia 76ers,24,55,19,0.35,3s,0.37
Joel Embiid,Philadelphia 76ers,24,22,10,0.45,3s,0.37
James Harden,Philadelphia 76ers,24,36,9,0.25,3s,0.37
Danuel House Jr.,Philadelphia 76ers,24,22,7,0.32,3s,0.37
Tyrese Maxey,Philadelphia 76ers,24,27,10,0.37,3s,0.37
De'Anthony Melton,Philadelphia 76ers,24,57,20,0.35,3s,0.37
Georges Niang,Philadelphia 76ers,24,60,20,0.33,3s,0.37
Matisse Thybulle,Philadelphia 76ers,24,14,3,0.21,3s,0.37
Shake Milton,Philadelphia 76ers,24,25,8,0.32,3s,0.37
Furkan Korkmaz,Philadelphia 76ers,24,5,3,0.6,3s,0.37
Saben Lee,Philadelphia 76ers,24,1,0,0,3s,0.37
Jalen McDaniels,Philadelphia 76ers,24,7,4,0.57,3s,0.37
Mac McClung,Philadelphia 76ers,24,3,1,0.33,3s,0.37
Montrezl Harrell,Philadelphia 76ers,24,1,0,0,3s,0.37
Louis King,Philadelphia 76ers,24,2,0,0,3s,0.37
Cameron Johnson,Phoenix Suns,24,17,10,0.59,3s,0.37
Josh Okogie,Phoenix Suns,24,21,3,0.14,3s,0.37
Damion Lee,Phoenix Suns,24,34,15,0.44,3s,0.37
Cameron Payne,Phoenix Suns,24,19,7,0.37,3s,0.37
Landry Shamet,Phoenix Suns,24,35,16,0.46,3s,0.37
Mikal Bridges,Phoenix Suns,24,48,18,0.38,3s,0.37
Devin Booker,Phoenix Suns,24,49,25,0.51,3s,0.37
Jock Landale,Phoenix Suns,24,15,6,0.4,3s,0.37
Chris Paul,Phoenix Suns,24,31,10,0.32,3s,0.37
Torrey Craig,Phoenix Suns,24,22,4,0.18,3s,0.37
Dario Saric,Phoenix Suns,24,7,1,0.14,3s,0.37
Duane Washington Jr.,Phoenix Suns,24,14,7,0.5,3s,0.37
Ish Wainright,Phoenix Suns,24,20,6,0.3,3s,0.37
Deandre Ayton,Phoenix Suns,24,3,0,0,3s,0.37
Saben Lee,Phoenix Suns,24,4,1,0.25,3s,0.37
Terrence Ross,Phoenix Suns,24,14,6,0.43,3s,0.37
Kevin Durant,Phoenix Suns,24,2,2,1,3s,0.37
Darius Bazley,Phoenix Suns,24,3,1,0.33,3s,0.37
T.J. Warren,Phoenix Suns,24,4,0,0,3s,0.37
Anfernee Simons,Portland Trail Blazers,24,56,25,0.45,3s,0.37
Damian Lillard,Portland Trail Blazers,24,38,15,0.39,3s,0.37
Jerami Grant,Portland Trail Blazers,24,45,27,0.6,3s,0.37
Nassir Little,Portland Trail Blazers,24,16,5,0.31,3s,0.37
Jusuf Nurkic,Portland Trail Blazers,24,15,6,0.4,3s,0.37
Shaedon Sharpe,Portland Trail Blazers,24,43,16,0.37,3s,0.37
Josh Hart,Portland Trail Blazers,24,14,1,0.07,3s,0.37
Keon Johnson,Portland Trail Blazers,24,6,1,0.17,3s,0.37
Justise Winslow,Portland Trail Blazers,24,9,4,0.44,3s,0.37
Trendon Watford,Portland Trail Blazers,24,9,1,0.11,3s,0.37
Greg Brown III,Portland Trail Blazers,24,1,0,0,3s,0.37
Jabari Walker,Portland Trail Blazers,24,9,3,0.33,3s,0.37
Drew Eubanks,Portland Trail Blazers,24,3,3,1,3s,0.37
Gary Payton II,Portland Trail Blazers,24,2,0,0,3s,0.37
Cam Reddish,Portland Trail Blazers,24,12,2,0.17,3s,0.37
Matisse Thybulle,Portland Trail Blazers,24,8,3,0.38,3s,0.37
Ryan Arcidiacono,Portland Trail Blazers,24,1,0,0,3s,0.37
John Butler Jr.,Portland Trail Blazers,24,6,1,0.17,3s,0.37
Kevin Knox II,Portland Trail Blazers,24,8,3,0.38,3s,0.37
Skylar Mays,Portland Trail Blazers,24,4,1,0.25,3s,0.37
Shaquille Harrison,Portland Trail Blazers,24,2,0,0,3s,0.37
Jeenathan Williams,Portland Trail Blazers,24,2,0,0,3s,0.37
Justin Minaya,Portland Trail Blazers,24,2,2,1,3s,0.37
De'Aaron Fox,Sacramento Kings,24,67,23,0.34,3s,0.37
Harrison Barnes,Sacramento Kings,24,51,20,0.39,3s,0.37
Kevin Huerter,Sacramento Kings,24,74,30,0.41,3s,0.37
Trey Lyles,Sacramento Kings,24,24,6,0.25,3s,0.37
Terence Davis,Sacramento Kings,24,39,20,0.51,3s,0.37
Keegan Murray,Sacramento Kings,24,62,24,0.39,3s,0.37
Malik Monk,Sacramento Kings,24,53,19,0.36,3s,0.37
Davion Mitchell,Sacramento Kings,24,39,10,0.26,3s,0.37
Chimezie Metu,Sacramento Kings,24,9,2,0.22,3s,0.37
Matthew Dellavedova,Sacramento Kings,24,7,2,0.29,3s,0.37
Domantas Sabonis,Sacramento Kings,24,16,8,0.5,3s,0.37
Richaun Holmes,Sacramento Kings,24,1,0,0,3s,0.37
Alex Len,Sacramento Kings,24,1,0,0,3s,0.37
KZ Okpala,Sacramento Kings,24,2,0,0,3s,0.37
Keon Ellis,Sacramento Kings,24,2,0,0,3s,0.37
Kessler Edwards,Sacramento Kings,24,5,2,0.4,3s,0.37
PJ Dozier,Sacramento Kings,24,4,0,0,3s,0.37
Devin Vassell,San Antonio Spurs,24,37,15,0.41,3s,0.37
Doug McDermott,San Antonio Spurs,24,48,20,0.42,3s,0.37
Josh Richardson,San Antonio Spurs,24,27,9,0.33,3s,0.37
Joshua Primo,San Antonio Spurs,24,2,0,0,3s,0.37
Keldon Johnson,San Antonio Spurs,24,55,29,0.53,3s,0.37
Tre Jones,San Antonio Spurs,24,24,5,0.21,3s,0.37
Jeremy Sochan,San Antonio Spurs,24,29,11,0.38,3s,0.37
Isaiah Roby,San Antonio Spurs,24,9,2,0.22,3s,0.37
Zach Collins,San Antonio Spurs,24,28,6,0.21,3s,0.37
Blake Wesley,San Antonio Spurs,24,4,3,0.75,3s,0.37
Romeo Langford,San Antonio Spurs,24,7,1,0.14,3s,0.37
Keita Bates-Diop,San Antonio Spurs,24,23,5,0.22,3s,0.37
Gorgui Dieng,San Antonio Spurs,24,8,2,0.25,3s,0.37
Jordan Hall,San Antonio Spurs,24,3,1,0.33,3s,0.37
Malaki Branham,San Antonio Spurs,24,46,18,0.39,3s,0.37
Stanley Johnson,San Antonio Spurs,24,8,2,0.25,3s,0.37
Devonte' Graham,San Antonio Spurs,24,16,5,0.31,3s,0.37
Charles Bassey,San Antonio Spurs,24,2,1,0.5,3s,0.37
Sandro Mamukelashvili,San Antonio Spurs,24,14,3,0.21,3s,0.37
Julian Champagnie,San Antonio Spurs,24,19,8,0.42,3s,0.37
Kenrich Williams,Oklahoma City Thunder,24,26,8,0.31,3s,0.37
Shai Gilgeous-Alexander,Oklahoma City Thunder,24,26,8,0.31,3s,0.37
Jeremiah Robinson-Earl,Oklahoma City Thunder,24,21,7,0.33,3s,0.37
Tre Mann,Oklahoma City Thunder,24,43,18,0.42,3s,0.37
Darius Bazley,Oklahoma City Thunder,24,4,3,0.75,3s,0.37
Jalen Williams,Oklahoma City Thunder,24,34,14,0.41,3s,0.37
Luguentz Dort,Oklahoma City Thunder,24,57,18,0.32,3s,0.37
