,xlocs,ylocs,shot_zone
1491,230.3921573,82.15517241,zone11
1492,230.3921573,65.94827586,zone11
1493,230.3921573,49.74137931,zone11
1494,230.3921573,33.53448276,zone11
1495,230.3921573,17.32758621,zone11
1496,230.3921573,1.120689655,zone11
1497,230.3921573,-15.0862069,zone11
1498,230.3921573,-31.29310345,zone11
1499,230.3921573,-47.5,zone11
1500,240.1960789,422.5,zone19
1501,240.1960789,406.2931034,zone19
1502,240.1960789,390.0862069,zone19
1503,240.1960789,373.8793103,zone19
1504,240.1960789,357.6724138,zone19
1505,240.1960789,341.4655172,zone19
1506,240.1960789,325.2586207,zone19
1507,240.1960789,309.0517241,zone19
1508,240.1960789,292.8448276,zone19
1509,240.1960789,276.637931,zone19
1510,240.1960789,260.4310345,zone19
1511,240.1960789,244.2241379,zone19
1512,240.1960789,228.0172414,zone19
1513,240.1960789,211.8103448,zone19
1514,240.1960789,195.6034483,zone16
1515,240.1960789,179.3965517,zone16
1516,240.1960789,163.1896552,zone16
1517,240.1960789,146.9827586,zone16
1518,240.1960789,130.7758621,zone14
1519,240.1960789,114.5689655,zone14
1520,240.1960789,98.36206897,zone14
1521,240.1960789,82.15517241,zone11
1522,240.1960789,65.94827586,zone11
1523,240.1960789,49.74137931,zone11
1524,240.1960789,33.53448276,zone11
1525,240.1960789,17.32758621,zone11
1526,240.1960789,1.120689655,zone11
1527,240.1960789,-15.0862069,zone11
1528,240.1960789,-31.29310345,zone11
1529,240.1960789,-47.5,zone11
1530,250.0000005,422.5,zone19
1531,250.0000005,406.2931034,zone19
1532,250.0000005,390.0862069,zone19
1533,250.0000005,373.8793103,zone19
1534,250.0000005,357.6724138,zone19
1535,250.0000005,341.4655172,zone19
1536,250.0000005,325.2586207,zone19
1537,250.0000005,309.0517241,zone19
1538,250.0000005,292.8448276,zone19
1539,250.0000005,276.637931,zone19
1540,250.0000005,260.4310345,zone19
1541,250.0000005,244.2241379,zone19
1542,250.0000005,228.0172414,zone19
1543,250.0000005,211.8103448,zone19
1544,250.0000005,195.6034483,zone16
1545,250.0000005,179.3965517,zone16
1546,250.0000005,163.1896552,zone16
1547,250.0000005,146.9827586,zone16
1548,250.0000005,130.7758621,zone16
1549,250.0000005,114.5689655,zone14
1550,250.0000005,98.36206897,zone14
1551,250.0000005,82.15517241,zone11
1552,250.0000005,65.94827586,zone11
1553,250.0000005,49.74137931,zone11
1554,250.0000005,33.53448276,zone11
1555,250.0000005,17.32758621,zone11
1556,250.0000005,1.120689655,zone11
1557,250.0000005,-15.0862069,zone11
1558,250.0000005,-31.29310345,zone11
1559,250.0000005,-47.5,zone11
1560,-245.0980397,414.3965517,zone19
1561,-245.0980397,398.1896552,zone19
1562,-245.0980397,381.9827586,zone19
1563,-245.0980397,365.7758621,zone19
1564,-245.0980397,349.5689655,zone19
1565,-245.0980397,333.362069,zone19
1566,-245.0980397,317.1551724,zone19
1567,-245.0980397,300.9482759,zone19
1568,-245.0980397,284.7413793,zone19
1569,-245.0980397,268.5344828,zone19
1570,-245.0980397,252.3275862,zone19
1571,-245.0980397,236.1206897,zone19
1572,-245.0980397,219.9137931,zone19
1573,-245.0980397,203.7068966,zone15
1574,-245.0980397,187.5,zone15
1575,-245.0980397,171.2931034,zone15
1576,-245.0980397,155.0862069,zone15
1577,-245.0980397,138.8793103,zone15
1578,-245.0980397,122.6724138,zone13
1579,-245.0980397,106.4655172,zone13
1580,-245.0980397,90.25862069,zone13
1581,-245.0980397,74.05172414,zone10
1582,-245.0980397,57.84482759,zone10
1583,-245.0980397,41.63793103,zone10
1584,-245.0980397,25.43103448,zone10
1585,-245.0980397,9.224137931,zone10
1586,-245.0980397,-6.982758621,zone10
1587,-245.0980397,-23.18965517,zone10
1588,-245.0980397,-39.39655172,zone10
1589,-235.2941181,414.3965517,zone19
1590,-235.2941181,398.1896552,zone19
1591,-235.2941181,381.9827586,zone19
1592,-235.2941181,365.7758621,zone19
1593,-235.2941181,349.5689655,zone19
1594,-235.2941181,333.362069,zone19
1595,-235.2941181,317.1551724,zone19
1596,-235.2941181,300.9482759,zone19
1597,-235.2941181,284.7413793,zone19
1598,-235.2941181,268.5344828,zone19
1599,-235.2941181,252.3275862,zone19
1600,-235.2941181,236.1206897,zone19
1601,-235.2941181,219.9137931,zone19
1602,-235.2941181,203.7068966,zone15
1603,-235.2941181,187.5,zone15
1604,-235.2941181,171.2931034,zone15
1605,-235.2941181,155.0862069,zone15
1606,-235.2941181,138.8793103,zone13
1607,-235.2941181,122.6724138,zone13
1608,-235.2941181,106.4655172,zone13
1609,-235.2941181,90.25862069,zone13
1610,-235.2941181,74.05172414,zone10
1611,-235.2941181,57.84482759,zone10
1612,-235.2941181,41.63793103,zone10
1613,-235.2941181,25.43103448,zone10
1614,-235.2941181,9.224137931,zone10
1615,-235.2941181,-6.982758621,zone10
1616,-235.2941181,-23.18965517,zone10
1617,-235.2941181,-39.39655172,zone10
1618,-225.4901965,414.3965517,zone19
1619,-225.4901965,398.1896552,zone19
1620,-225.4901965,381.9827586,zone19
1621,-225.4901965,365.7758621,zone19
1622,-225.4901965,349.5689655,zone19
1623,-225.4901965,333.362069,zone19
1624,-225.4901965,317.1551724,zone19
1625,-225.4901965,300.9482759,zone19
1626,-225.4901965,284.7413793,zone19
1627,-225.4901965,268.5344828,zone19
1628,-225.4901965,252.3275862,zone19
1629,-225.4901965,236.1206897,zone19
1630,-225.4901965,219.9137931,zone15
1631,-225.4901965,203.7068966,zone15
1632,-225.4901965,187.5,zone15
1633,-225.4901965,171.2931034,zone15
1634,-225.4901965,155.0862069,zone13
1635,-225.4901965,138.8793103,zone13
1636,-225.4901965,122.6724138,zone13
1637,-225.4901965,106.4655172,zone13
1638,-225.4901965,90.25862069,zone13
1639,-225.4901965,74.05172414,zone10
1640,-225.4901965,57.84482759,zone10
1641,-225.4901965,41.63793103,zone10
1642,-225.4901965,25.43103448,zone10
1643,-225.4901965,9.224137931,zone10
1644,-225.4901965,-6.982758621,zone10
1645,-225.4901965,-23.18965517,zone10
1646,-225.4901965,-39.39655172,zone10
1647,-215.6862749,414.3965517,zone19
1648,-215.6862749,398.1896552,zone19
1649,-215.6862749,381.9827586,zone19
1650,-215.6862749,365.7758621,zone19
1651,-215.6862749,349.5689655,zone19
1652,-215.6862749,333.362069,zone19
1653,-215.6862749,317.1551724,zone19
1654,-215.6862749,300.9482759,zone19
1655,-215.6862749,284.7413793,zone19
1656,-215.6862749,268.5344828,zone19
1657,-215.6862749,252.3275862,zone19
1658,-215.6862749,236.1206897,zone15
1659,-215.6862749,219.9137931,zone15
1660,-215.6862749,203.7068966,zone15
1661,-215.6862749,187.5,zone15
1662,-215.6862749,171.2931034,zone13
1663,-215.6862749,155.0862069,zone13
1664,-215.6862749,138.8793103,zone13
1665,-215.6862749,122.6724138,zone13
1666,-215.6862749,106.4655172,zone13
1667,-215.6862749,90.25862069,zone6
1668,-215.6862749,74.05172414,zone6
1669,-215.6862749,57.84482759,zone6
1670,-215.6862749,41.63793103,zone6
1671,-215.6862749,25.43103448,zone6
1672,-215.6862749,9.224137931,zone6
1673,-215.6862749,-6.982758621,zone6
1674,-215.6862749,-23.18965517,zone6
1675,-215.6862749,-39.39655172,zone6
1676,-205.8823534,414.3965517,zone19
1677,-205.8823534,398.1896552,zone19
1678,-205.8823534,381.9827586,zone19
1679,-205.8823534,365.7758621,zone19
1680,-205.8823534,349.5689655,zone19
1681,-205.8823534,333.362069,zone19
1682,-205.8823534,317.1551724,zone19
1683,-205.8823534,300.9482759,zone19
1684,-205.8823534,284.7413793,zone19
1685,-205.8823534,268.5344828,zone19
1686,-205.8823534,252.3275862,zone19
1687,-205.8823534,236.1206897,zone15
1688,-205.8823534,219.9137931,zone15
1689,-205.8823534,203.7068966,zone15
1690,-205.8823534,187.5,zone13
1691,-205.8823534,171.2931034,zone13
1692,-205.8823534,155.0862069,zone13
1693,-205.8823534,138.8793103,zone13
1694,-205.8823534,122.6724138,zone13
1695,-205.8823534,106.4655172,zone6
1696,-205.8823534,90.25862069,zone6
1697,-205.8823534,74.05172414,zone6
1698,-205.8823534,57.84482759,zone6
1699,-205.8823534,41.63793103,zone6
1700,-205.8823534,25.43103448,zone6
1701,-205.8823534,9.224137931,zone6
1702,-205.8823534,-6.982758621,zone6
1703,-205.8823534,-23.18965517,zone6
1704,-205.8823534,-39.39655172,zone6
1705,-196.0784318,414.3965517,zone19
1706,-196.0784318,398.1896552,zone19
1707,-196.0784318,381.9827586,zone19
1708,-196.0784318,365.7758621,zone19
1709,-196.0784318,349.5689655,zone19
1710,-196.0784318,333.362069,zone19
1711,-196.0784318,317.1551724,zone19
1712,-196.0784318,300.9482759,zone19
1713,-196.0784318,284.7413793,zone19
1714,-196.0784318,268.5344828,zone19
1715,-196.0784318,252.3275862,zone15
1716,-196.0784318,236.1206897,zone15
1717,-196.0784318,219.9137931,zone15
1718,-196.0784318,203.7068966,zone15
1719,-196.0784318,187.5,zone13
1720,-196.0784318,171.2931034,zone13
1721,-196.0784318,155.0862069,zone13
1722,-196.0784318,138.8793103,zone13
1723,-196.0784318,122.6724138,zone6
1724,-196.0784318,106.4655172,zone6
1725,-196.0784318,90.25862069,zone6
1726,-196.0784318,74.05172414,zone6
1727,-196.0784318,57.84482759,zone6
1728,-196.0784318,41.63793103,zone6
1729,-196.0784318,25.43103448,zone6
1730,-196.0784318,9.224137931,zone6
1731,-196.0784318,-6.982758621,zone6
1732,-196.0784318,-23.18965517,zone6
1733,-196.0784318,-39.39655172,zone6
1734,-186.2745102,414.3965517,zone19
1735,-186.2745102,398.1896552,zone19
1736,-186.2745102,381.9827586,zone19
1737,-186.2745102,365.7758621,zone19
1738,-186.2745102,349.5689655,zone19
1739,-186.2745102,333.362069,zone19
1740,-186.2745102,317.1551724,zone19
1741,-186.2745102,300.9482759,zone19
1742,-186.2745102,284.7413793,zone19
1743,-186.2745102,268.5344828,zone19
1744,-186.2745102,252.3275862,zone15
1745,-186.2745102,236.1206897,zone15
1746,-186.2745102,219.9137931,zone15
1747,-186.2745102,203.7068966,zone13
1748,-186.2745102,187.5,zone13
1749,-186.2745102,171.2931034,zone13
1750,-186.2745102,155.0862069,zone13
1751,-186.2745102,138.8793103,zone6
1752,-186.2745102,122.6724138,zone6
1753,-186.2745102,106.4655172,zone6
1754,-186.2745102,90.25862069,zone6
1755,-186.2745102,74.05172414,zone6
1756,-186.2745102,57.84482759,zone6
1757,-186.2745102,41.63793103,zone6
1758,-186.2745102,25.43103448,zone6
1759,-186.2745102,9.224137931,zone6
1760,-186.2745102,-6.982758621,zone6
1761,-186.2745102,-23.18965517,zone6
1762,-186.2745102,-39.39655172,zone6
1763,-176.4705886,414.3965517,zone19
1764,-176.4705886,398.1896552,zone19
1765,-176.4705886,381.9827586,zone19
1766,-176.4705886,365.7758621,zone19
1767,-176.4705886,349.5689655,zone19
1768,-176.4705886,333.362069,zone19
1769,-176.4705886,317.1551724,zone19
1770,-176.4705886,300.9482759,zone19
1771,-176.4705886,284.7413793,zone19
1772,-176.4705886,268.5344828,zone19
1773,-176.4705886,252.3275862,zone15
1774,-176.4705886,236.1206897,zone15
1775,-176.4705886,219.9137931,zone15
1776,-176.4705886,203.7068966,zone13
1777,-176.4705886,187.5,zone13
1778,-176.4705886,171.2931034,zone13
1779,-176.4705886,155.0862069,zone6
1780,-176.4705886,138.8793103,zone6
1781,-176.4705886,122.6724138,zone6
1782,-176.4705886,106.4655172,zone6
1783,-176.4705886,90.25862069,zone6
1784,-176.4705886,74.05172414,zone6
1785,-176.4705886,57.84482759,zone6
1786,-176.4705886,41.63793103,zone6
1787,-176.4705886,25.43103448,zone6
1788,-176.4705886,9.224137931,zone6
1789,-176.4705886,-6.982758621,zone6
1790,-176.4705886,-23.18965517,zone6
1791,-176.4705886,-39.39655172,zone6
1792,-166.666667,414.3965517,zone19
1793,-166.666667,398.1896552,zone19
1794,-166.666667,381.9827586,zone19
1795,-166.666667,365.7758621,zone19
1796,-166.666667,349.5689655,zone19
1797,-166.666667,333.362069,zone19
1798,-166.666667,317.1551724,zone19
1799,-166.666667,300.9482759,zone19
1800,-166.666667,284.7413793,zone19
1801,-166.666667,268.5344828,zone15
1802,-166.666667,252.3275862,zone15
1803,-166.666667,236.1206897,zone15
1804,-166.666667,219.9137931,zone13
1805,-166.666667,203.7068966,zone13
1806,-166.666667,187.5,zone13
1807,-166.666667,171.2931034,zone13
1808,-166.666667,155.0862069,zone6
1809,-166.666667,138.8793103,zone6
1810,-166.666667,122.6724138,zone6
1811,-166.666667,106.4655172,zone6
1812,-166.666667,90.25862069,zone6
1813,-166.666667,74.05172414,zone6
1814,-166.666667,57.84482759,zone6
1815,-166.666667,41.63793103,zone6
1816,-166.666667,25.43103448,zone8
1817,-166.666667,9.224137931,zone8
1818,-166.666667,-6.982758621,zone8
1819,-166.666667,-23.18965517,zone8
1820,-166.666667,-39.39655172,zone6
1821,-156.8627454,414.3965517,zone19
1822,-156.8627454,398.1896552,zone19
1823,-156.8627454,381.9827586,zone19
1824,-156.8627454,365.7758621,zone19
1825,-156.8627454,349.5689655,zone19
1826,-156.8627454,333.362069,zone19
1827,-156.8627454,317.1551724,zone19
1828,-156.8627454,300.9482759,zone19
1829,-156.8627454,284.7413793,zone19
1830,-156.8627454,268.5344828,zone15
1831,-156.8627454,252.3275862,zone15
1832,-156.8627454,236.1206897,zone15
1833,-156.8627454,219.9137931,zone13
1834,-156.8627454,203.7068966,zone13
1835,-156.8627454,187.5,zone13
1836,-156.8627454,171.2931034,zone6
1837,-156.8627454,155.0862069,zone6
1838,-156.8627454,138.8793103,zone6
1839,-156.8627454,122.6724138,zone6
1840,-156.8627454,106.4655172,zone6
1841,-156.8627454,90.25862069,zone6
1842,-156.8627454,74.05172414,zone6
1843,-156.8627454,57.84482759,zone8
1844,-156.8627454,41.63793103,zone8
1845,-156.8627454,25.43103448,zone8
1846,-156.8627454,9.224137931,zone8
1847,-156.8627454,-6.982758621,zone8
1848,-156.8627454,-23.18965517,zone8
1849,-156.8627454,-39.39655172,zone8
1850,-147.0588238,414.3965517,zone19
1851,-147.0588238,398.1896552,zone19
1852,-147.0588238,381.9827586,zone19
1853,-147.0588238,365.7758621,zone19
1854,-147.0588238,349.5689655,zone19
1855,-147.0588238,333.362069,zone19
1856,-147.0588238,317.1551724,zone19
1857,-147.0588238,300.9482759,zone19
1858,-147.0588238,284.7413793,zone19
1859,-147.0588238,268.5344828,zone18
1860,-147.0588238,252.3275862,zone15
1861,-147.0588238,236.1206897,zone13
1862,-147.0588238,219.9137931,zone13
1863,-147.0588238,203.7068966,zone13
1864,-147.0588238,187.5,zone13
1865,-147.0588238,171.2931034,zone6
1866,-147.0588238,155.0862069,zone6
1867,-147.0588238,138.8793103,zone6
1868,-147.0588238,122.6724138,zone6
1869,-147.0588238,106.4655172,zone6
1870,-147.0588238,90.25862069,zone6
1871,-147.0588238,74.05172414,zone8
1872,-147.0588238,57.84482759,zone8
1873,-147.0588238,41.63793103,zone8
1874,-147.0588238,25.43103448,zone8
1875,-147.0588238,9.224137931,zone8
1876,-147.0588238,-6.982758621,zone8
1877,-147.0588238,-23.18965517,zone8
1878,-147.0588238,-39.39655172,zone8
1879,-137.2549022,414.3965517,zone19
1880,-137.2549022,398.1896552,zone19
1881,-137.2549022,381.9827586,zone19
1882,-137.2549022,365.7758621,zone19
1883,-137.2549022,349.5689655,zone19
1884,-137.2549022,333.362069,zone19
1885,-137.2549022,317.1551724,zone19
1886,-137.2549022,300.9482759,zone19
1887,-137.2549022,284.7413793,zone18
1888,-137.2549022,268.5344828,zone18
1889,-137.2549022,252.3275862,zone18
1890,-137.2549022,236.1206897,zone13
1891,-137.2549022,219.9137931,zone13
1892,-137.2549022,203.7068966,zone13
1893,-137.2549022,187.5,zone6
1894,-137.2549022,171.2931034,zone6
1895,-137.2549022,155.0862069,zone6
1896,-137.2549022,138.8793103,zone6
1897,-137.2549022,122.6724138,zone6
1898,-137.2549022,106.4655172,zone6
1899,-137.2549022,90.25862069,zone8
1900,-137.2549022,74.05172414,zone8
1901,-137.2549022,57.84482759,zone8
1902,-137.2549022,41.63793103,zone8
1903,-137.2549022,25.43103448,zone8
1904,-137.2549022,9.224137931,zone8
1905,-137.2549022,-6.982758621,zone8
1906,-137.2549022,-23.18965517,zone8
1907,-137.2549022,-39.39655172,zone8
1908,-127.4509806,414.3965517,zone19
1909,-127.4509806,398.1896552,zone19
1910,-127.4509806,381.9827586,zone19
1911,-127.4509806,365.7758621,zone19
1912,-127.4509806,349.5689655,zone19
1913,-127.4509806,333.362069,zone19
1914,-127.4509806,317.1551724,zone19
1915,-127.4509806,300.9482759,zone19
1916,-127.4509806,284.7413793,zone18
1917,-127.4509806,268.5344828,zone18
1918,-127.4509806,252.3275862,zone18
1919,-127.4509806,236.1206897,zone17
1920,-127.4509806,219.9137931,zone13
1921,-127.4509806,203.7068966,zone13
1922,-127.4509806,187.5,zone6
1923,-127.4509806,171.2931034,zone6
1924,-127.4509806,155.0862069,zone6
1925,-127.4509806,138.8793103,zone6
1926,-127.4509806,122.6724138,zone6
1927,-127.4509806,106.4655172,zone8
1928,-127.4509806,90.25862069,zone8
1929,-127.4509806,74.05172414,zone8
1930,-127.4509806,57.84482759,zone8
1931,-127.4509806,41.63793103,zone8
1932,-127.4509806,25.43103448,zone8
1933,-127.4509806,9.224137931,zone8
1934,-127.4509806,-6.982758621,zone8
1935,-127.4509806,-23.18965517,zone8
1936,-127.4509806,-39.39655172,zone8
1937,-117.6470591,414.3965517,zone19
1938,-117.6470591,398.1896552,zone19
1939,-117.6470591,381.9827586,zone19
1940,-117.6470591,365.7758621,zone19
1941,-117.6470591,349.5689655,zone19
1942,-117.6470591,333.362069,zone19
1943,-117.6470591,317.1551724,zone19
1944,-117.6470591,300.9482759,zone19
1945,-117.6470591,284.7413793,zone18
1946,-117.6470591,268.5344828,zone18
1947,-117.6470591,252.3275862,zone17
1948,-117.6470591,236.1206897,zone17
1949,-117.6470591,219.9137931,zone17
1950,-117.6470591,203.7068966,zone6
1951,-117.6470591,187.5,zone6
1952,-117.6470591,171.2931034,zone6
1953,-117.6470591,155.0862069,zone6
1954,-117.6470591,138.8793103,zone6
1955,-117.6470591,122.6724138,zone8
1956,-117.6470591,106.4655172,zone8
1957,-117.6470591,90.25862069,zone8
1958,-117.6470591,74.05172414,zone8
1959,-117.6470591,57.84482759,zone8
1960,-117.6470591,41.63793103,zone8
1961,-117.6470591,25.43103448,zone8
1962,-117.6470591,9.224137931,zone8
1963,-117.6470591,-6.982758621,zone8
1964,-117.6470591,-23.18965517,zone8
1965,-117.6470591,-39.39655172,zone8
1966,-107.8431375,414.3965517,zone19
1967,-107.8431375,398.1896552,zone19
1968,-107.8431375,381.9827586,zone19
1969,-107.8431375,365.7758621,zone19
1970,-107.8431375,349.5689655,zone19
1971,-107.8431375,333.362069,zone19
1972,-107.8431375,317.1551724,zone19
1973,-107.8431375,300.9482759,zone18
1974,-107.8431375,284.7413793,zone18
1975,-107.8431375,268.5344828,zone18
1976,-107.8431375,252.3275862,zone17
1977,-107.8431375,236.1206897,zone17
1978,-107.8431375,219.9137931,zone17
1979,-107.8431375,203.7068966,zone9
1980,-107.8431375,187.5,zone9
1981,-107.8431375,171.2931034,zone6
1982,-107.8431375,155.0862069,zone6
1983,-107.8431375,138.8793103,zone6
1984,-107.8431375,122.6724138,zone8
1985,-107.8431375,106.4655172,zone8
1986,-107.8431375,90.25862069,zone8
1987,-107.8431375,74.05172414,zone8
1988,-107.8431375,57.84482759,zone8
1989,-107.8431375,41.63793103,zone8
1990,-107.8431375,25.43103448,zone8
1991,-107.8431375,9.224137931,zone8
1992,-107.8431375,-6.982758621,zone8
1993,-107.8431375,-23.18965517,zone8
1994,-107.8431375,-39.39655172,zone8
1995,-98.03921588,414.3965517,zone19
1996,-98.03921588,398.1896552,zone19
1997,-98.03921588,381.9827586,zone19
1998,-98.03921588,365.7758621,zone19
1999,-98.03921588,349.5689655,zone19
2000,-98.03921588,333.362069,zone19
2001,-98.03921588,317.1551724,zone19
2002,-98.03921588,300.9482759,zone18
2003,-98.03921588,284.7413793,zone18
2004,-98.03921588,268.5344828,zone18
2005,-98.03921588,252.3275862,zone17
2006,-98.03921588,236.1206897,zone17
2007,-98.03921588,219.9137931,zone17
2008,-98.03921588,203.7068966,zone9
2009,-98.03921588,187.5,zone9
2010,-98.03921588,171.2931034,zone9
2011,-98.03921588,155.0862069,zone6
2012,-98.03921588,138.8793103,zone8
2013,-98.03921588,122.6724138,zone8
2014,-98.03921588,106.4655172,zone8
2015,-98.03921588,90.25862069,zone8
2016,-98.03921588,74.05172414,zone8
2017,-98.03921588,57.84482759,zone8
2018,-98.03921588,41.63793103,zone8
2019,-98.03921588,25.43103448,zone8
2020,-98.03921588,9.224137931,zone12
2021,-98.03921588,-6.982758621,zone12
2022,-98.03921588,-23.18965517,zone8
2023,-98.03921588,-39.39655172,zone8
2024,-88.23529429,414.3965517,zone19
2025,-88.23529429,398.1896552,zone19
2026,-88.23529429,381.9827586,zone19
2027,-88.23529429,365.7758621,zone19
2028,-88.23529429,349.5689655,zone19
2029,-88.23529429,333.362069,zone19
2030,-88.23529429,317.1551724,zone19
2031,-88.23529429,300.9482759,zone18
2032,-88.23529429,284.7413793,zone18
2033,-88.23529429,268.5344828,zone18
2034,-88.23529429,252.3275862,zone17
2035,-88.23529429,236.1206897,zone17
2036,-88.23529429,219.9137931,zone9
2037,-88.23529429,203.7068966,zone9
2038,-88.23529429,187.5,zone9
2039,-88.23529429,171.2931034,zone9
2040,-88.23529429,155.0862069,zone9
2041,-88.23529429,138.8793103,zone8
2042,-88.23529429,122.6724138,zone8
2043,-88.23529429,106.4655172,zone8
2044,-88.23529429,90.25862069,zone8
2045,-88.23529429,74.05172414,zone8
2046,-88.23529429,57.84482759,zone8
2047,-88.23529429,41.63793103,zone12
2048,-88.23529429,25.43103448,zone12
2049,-88.23529429,9.224137931,zone12
2050,-88.23529429,-6.982758621,zone12
2051,-88.23529429,-23.18965517,zone12
2052,-88.23529429,-39.39655172,zone12
2053,-78.43137271,414.3965517,zone19
2054,-78.43137271,398.1896552,zone19
2055,-78.43137271,381.9827586,zone19
2056,-78.43137271,365.7758621,zone19
2057,-78.43137271,349.5689655,zone19
2058,-78.43137271,333.362069,zone19
2059,-78.43137271,317.1551724,zone19
2060,-78.43137271,300.9482759,zone18
2061,-78.43137271,284.7413793,zone18
2062,-78.43137271,268.5344828,zone17
2063,-78.43137271,252.3275862,zone17
2064,-78.43137271,236.1206897,zone17
2065,-78.43137271,219.9137931,zone9
2066,-78.43137271,203.7068966,zone9
2067,-78.43137271,187.5,zone9
2068,-78.43137271,171.2931034,zone9
2069,-78.43137271,155.0862069,zone9
2070,-78.43137271,138.8793103,zone2
2071,-78.43137271,122.6724138,zone8
2072,-78.43137271,106.4655172,zone8
2073,-78.43137271,90.25862069,zone8
2074,-78.43137271,74.05172414,zone8
2075,-78.43137271,57.84482759,zone12
2076,-78.43137271,41.63793103,zone12
2077,-78.43137271,25.43103448,zone12
2078,-78.43137271,9.224137931,zone12
2079,-78.43137271,-6.982758621,zone12
2080,-78.43137271,-23.18965517,zone12
2081,-78.43137271,-39.39655172,zone12
2082,-68.62745112,414.3965517,zone19
2083,-68.62745112,398.1896552,zone19
2084,-68.62745112,381.9827586,zone19
2085,-68.62745112,365.7758621,zone19
2086,-68.62745112,349.5689655,zone19
2087,-68.62745112,333.362069,zone19
2088,-68.62745112,317.1551724,zone19
2089,-68.62745112,300.9482759,zone18
2090,-68.62745112,284.7413793,zone18
2091,-68.62745112,268.5344828,zone17
2092,-68.62745112,252.3275862,zone17
2093,-68.62745112,236.1206897,zone17
2094,-68.62745112,219.9137931,zone9
2095,-68.62745112,203.7068966,zone9
2096,-68.62745112,187.5,zone9
2097,-68.62745112,171.2931034,zone9
2098,-68.62745112,155.0862069,zone2
2099,-68.62745112,138.8793103,zone2
2100,-68.62745112,122.6724138,zone2
2101,-68.62745112,106.4655172,zone8
2102,-68.62745112,90.25862069,zone8
2103,-68.62745112,74.05172414,zone8
2104,-68.62745112,57.84482759,zone12
2105,-68.62745112,41.63793103,zone12
2106,-68.62745112,25.43103448,zone12
2107,-68.62745112,9.224137931,zone12
2108,-68.62745112,-6.982758621,zone12
2109,-68.62745112,-23.18965517,zone12
2110,-68.62745112,-39.39655172,zone12
2111,-58.82352953,414.3965517,zone19
2112,-58.82352953,398.1896552,zone19
2113,-58.82352953,381.9827586,zone19
2114,-58.82352953,365.7758621,zone19
2115,-58.82352953,349.5689655,zone19
2116,-58.82352953,333.362069,zone19
2117,-58.82352953,317.1551724,zone19
2118,-58.82352953,300.9482759,zone18
2119,-58.82352953,284.7413793,zone18
2120,-58.82352953,268.5344828,zone17
2121,-58.82352953,252.3275862,zone17
2122,-58.82352953,236.1206897,zone17
2123,-58.82352953,219.9137931,zone9
2124,-58.82352953,203.7068966,zone9
2125,-58.82352953,187.5,zone9
2126,-58.82352953,171.2931034,zone9
2127,-58.82352953,155.0862069,zone2
2128,-58.82352953,138.8793103,zone2
2129,-58.82352953,122.6724138,zone2
2130,-58.82352953,106.4655172,zone2
2131,-58.82352953,90.25862069,zone8
2132,-58.82352953,74.05172414,zone12
2133,-58.82352953,57.84482759,zone12
2134,-58.82352953,41.63793103,zone12
2135,-58.82352953,25.43103448,zone12
2136,-58.82352953,9.224137931,zone12
2137,-58.82352953,-6.982758621,zone12
2138,-58.82352953,-23.18965517,zone12
2139,-58.82352953,-39.39655172,zone12
2140,-49.01960794,414.3965517,zone19
2141,-49.01960794,398.1896552,zone19
2142,-49.01960794,381.9827586,zone19
2143,-49.01960794,365.7758621,zone19
2144,-49.01960794,349.5689655,zone19
2145,-49.01960794,333.362069,zone19
2146,-49.01960794,317.1551724,zone19
2147,-49.01960794,300.9482759,zone18
2148,-49.01960794,284.7413793,zone18
2149,-49.01960794,268.5344828,zone17
2150,-49.01960794,252.3275862,zone17
2151,-49.01960794,236.1206897,zone17
2152,-49.01960794,219.9137931,zone9
2153,-49.01960794,203.7068966,zone9
2154,-49.01960794,187.5,zone9
2155,-49.01960794,171.2931034,zone9
2156,-49.01960794,155.0862069,zone2
2157,-49.01960794,138.8793103,zone2
2158,-49.01960794,122.6724138,zone2
2159,-49.01960794,106.4655172,zone2
2160,-49.01960794,90.25862069,zone2
2161,-49.01960794,74.05172414,zone12
2162,-49.01960794,57.84482759,zone12
2163,-49.01960794,41.63793103,zone12
2164,-49.01960794,25.43103448,zone12
2165,-49.01960794,9.224137931,zone12
2166,-49.01960794,-6.982758621,zone12
2167,-49.01960794,-23.18965517,zone12
2168,-49.01960794,-39.39655172,zone12
2169,-39.21568635,414.3965517,zone19
2170,-39.21568635,398.1896552,zone19
2171,-39.21568635,381.9827586,zone19
2172,-39.21568635,365.7758621,zone19
2173,-39.21568635,349.5689655,zone19
2174,-39.21568635,333.362069,zone19
2175,-39.21568635,317.1551724,zone18
2176,-39.21568635,300.9482759,zone18
2177,-39.21568635,284.7413793,zone18
2178,-39.21568635,268.5344828,zone17
2179,-39.21568635,252.3275862,zone17
2180,-39.21568635,236.1206897,zone17
2181,-39.21568635,219.9137931,zone9
2182,-39.21568635,203.7068966,zone9
2183,-39.21568635,187.5,zone9
2184,-39.21568635,171.2931034,zone9
2185,-39.21568635,155.0862069,zone2
2186,-39.21568635,138.8793103,zone2
2187,-39.21568635,122.6724138,zone2
2188,-39.21568635,106.4655172,zone2
2189,-39.21568635,90.25862069,zone4
2190,-39.21568635,74.05172414,zone4
2191,-39.21568635,57.84482759,zone12
2192,-39.21568635,41.63793103,zone12
2193,-39.21568635,25.43103448,zone12
2194,-39.21568635,9.224137931,zone12
